repo,alg,base_rt,base_mem,rt1,pp1,mem1,races1,rt2,pp2,mem2,races2,rt3,pp3,mem3,races3
InfoSec812/sonar-auth-google,hb,18.64,415568,FAIL,,,,FAIL,,,,FAIL,,,
j-easy/easy-flows,goldilocks,15.04,288252,108.56,4.39,5862156,1,106.71,4.12,4995480,1,107.90,4.68,5044176,1
InfoSec812/sonar-auth-google,lockset,18.62,411552,FAIL,,,,FAIL,,,,FAIL,,,
agapsys/embedded-servlet-container,hbepoch,7.93,276120,199.47,15.43,10670952,108,193.70,15.52,10705668,79,195.52,16.20,10703568,108
PhantomThief/thrift-pool-client,syncp,10.42,322272,312.30,1.46,15517252,0,300.15,0.19,15702852,0,327.67,1.15,15962052,0
agapsys/embedded-servlet-container,lockset,7.84,270936,211.29,16.30,10764724,250,209.68,17.48,10598260,306,221.68,19.79,10698236,306
buddycloud/channel-directory,hbepoch,13.35,251508,FAIL,,,,FAIL,,,,FAIL,,,
javadelight/delight-fileupload,syncp,9.15,454572,148.14,0.88,12221344,0,146.93,0.98,12269164,0,165.17,1.12,12234028,0
InfoSec812/sonar-auth-google,shb,18.70,425620,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,shbepoch,18.71,411072,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/buddycloud-server-java,shbepoch,35.22,609192,155.70,12.52,1042548,0,144.00,10.68,1036040,0,141.91,11.34,1025388,0
buddycloud/buddycloud-server-java,lockset,35.25,599804,155.41,12.53,980740,0,144.90,10.61,971188,0,142.16,10.55,969048,0
buddycloud/buddycloud-server-java,shb,35.56,632012,163.72,10.89,1080240,0,144.27,9.50,968148,0,151.66,8.80,1056324,0
buddycloud/buddycloud-server-java,hb,35.71,598956,162.01,16.24,1030068,0,141.72,14.97,1042416,0,146.81,14.36,959524,0
vbauer/herald,hbepoch,17.99,358748,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,hbepoch,18.74,426300,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,goldilocks,18.65,361088,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/buddycloud-server-java,fhb,35.50,626116,167.09,17.06,1191860,1,158.04,16.73,1192628,1,152.51,16.41,1175884,0
j-easy/easy-flows,wcp,9.09,308508,201.11,4.33,30833116,1,229.99,5.75,32290640,1,260.72,4.11,30209804,1
kevinsawicki/http-request,shb,8.79,369300,FAIL,,,,FAIL,,,,FAIL,,,
agapsys/embedded-servlet-container,shb,7.94,274080,308.85,21.70,9910468,15,306.61,22.37,9474188,15,333.46,21.48,8333564,6
dyorgio/cpu-watcher,shb,106.40,589872,240.15,48.78,1589420,3,243.56,48.82,2183388,3,260.28,45.97,1850712,5
jalpedersen/jetty-hazelcast,lockset,193.80,239616,FAIL,,,,159.37,16.20,3265816,425,137.99,12.47,3573464,398
dyorgio/cpu-watcher,shbepoch,106.50,592928,325.33,59.32,1487724,4,240.21,48.39,2094232,3,FAIL,,,
buddycloud/buddycloud-server-java,wcp,35.88,630780,201.29,14.12,1232492,0,213.83,14.48,1233948,0,172.63,13.74,1254168,0
520github/fw-perf-test,shbepoch,4.86,261820,430.38,44.89,1012060,4,421.99,45.43,917332,2,434.27,44.95,957820,3
buddycloud/channel-directory,lockset,13.31,240648,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/buddycloud-server-java,goldilocks,8.13,611352,214.26,15.34,1224072,8,238.88,10.81,1182900,8,224.92,10.51,1210104,8
buddycloud/channel-directory,shb,25.08,307100,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,lockset,68.60,492096,462.16,45.83,11370516,346,416.76,46.71,11401444,347,467.97,46.14,11382120,346
jalpedersen/jetty-hazelcast,hbepoch,188.79,236544,691.78,237.12,1939388,81,172.29,21.79,1749716,69,137.25,10.46,2440252,63
520github/fw-perf-test,hbepoch,7.85,238100,475.76,49.67,705048,22,467.47,51.04,707208,22,484.14,50.02,696996,24
zhanyeye/DesSim,hbepoch,16.84,295340,397.60,63.56,701920,66,383.83,62.15,676132,37,384.49,60.65,683760,27
zhanyeye/DesSim,fhb,14.73,321756,399.71,62.84,699552,51,390.03,61.59,706528,36,386.73,61.16,705480,26
kevinsawicki/http-request,lockset,8.94,339928,FAIL,,,,FAIL,,,,FAIL,,,
kevinsawicki/http-request,hbepoch,8.93,340992,FAIL,,,,FAIL,,,,FAIL,,,
kevinsawicki/http-request,hb,8.89,346000,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,shb,17.93,369816,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,shbepoch,17.90,364412,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,shb,68.05,490428,461.98,44.73,12469328,21,487.75,44.83,12441968,20,481.81,43.49,12461768,18
buddycloud/channel-directory,shbepoch,24.76,280360,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,shbepoch,68.90,532192,481.52,46.37,12453540,19,491.21,47.65,12322296,21,499.22,49.13,12464392,19
dubasdey/portable-ftp-server,syncp,5.19,279528,215.68,0.93,12214072,0,232.88,2.62,12202404,0,632.81,2.60,14305600,0
kevinsawicki/http-request,fhb,8.96,342076,FAIL,,,,FAIL,,,,FAIL,,,
520github/fw-perf-test,wcp,4.69,258672,505.15,108.78,14026116,25,497.40,50.48,14112224,24,506.87,50.90,14050396,29
agapsys/embedded-servlet-container,hb,7.23,267476,423.41,46.13,5268388,115,433.66,46.09,9566548,126,425.78,47.20,2755336,135
agapsys/embedded-servlet-container,shbepoch,7.23,276008,424.96,45.72,5913760,6,436.70,46.50,10271380,15,423.28,47.44,2732248,6
m-czernek/acrobot,hb,69.43,538868,513.19,48.57,13083700,35,506.76,49.84,13097264,35,567.54,49.96,13070304,34
vbauer/herald,fhb,17.88,364028,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/channel-directory,hb,25.07,275876,FAIL,,,,FAIL,,,,FAIL,,,
520github/fw-perf-test,hb,2.66,267716,596.34,52.01,700812,22,588.05,53.78,697356,22,594.85,52.64,713644,22
m-czernek/acrobot,fhb,68.81,530788,579.09,45.57,26543628,19,584.20,46.12,25457264,19,567.95,49.09,26152964,20
zhanyeye/DesSim,lockset,15.69,300700,435.32,157.72,993880,384,429.83,141.38,991184,382,413.48,160.24,872600,368
dyorgio/cpu-watcher,hb,105.76,602488,FAIL,,,,FAIL,,,,FAIL,,,
520github/fw-perf-test,fhb,4.08,246060,637.45,48.06,713248,2,629.16,47.61,716204,2,630.20,47.88,712656,2
zhanyeye/DesSim,goldilocks,15.32,279240,635.93,100.73,686708,68,440.04,43.83,693168,92,554.29,62.74,785004,95
agapsys/embedded-servlet-container,fhb,3.50,266936,544.03,51.33,21567864,13,547.28,50.37,22357784,6,504.83,45.84,23026064,13
jalpedersen/jetty-hazelcast,shb,193.62,230400,1414.90,117.72,15258868,20,156.24,10.06,3343260,7,137.44,10.36,3418560,7
m-czernek/acrobot,hbepoch,68.91,510336,631.79,49.16,9865160,36,642.73,50.03,6768520,40,763.06,48.50,5231608,37
dyorgio/cpu-watcher,hbepoch,106.52,602580,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/channel-directory,fhb,25.05,290404,FAIL,,,,FAIL,,,,FAIL,,,
dyorgio/cpu-watcher,goldilocks,107.61,589628,720.97,50.37,1995772,4,613.76,44.09,1661640,5,801.25,57.43,2252916,6
520github/fw-perf-test,shb,7.11,224256,886.66,78.39,678556,2,874.30,78.05,683480,4,868.70,78.71,691076,2
520github/fw-perf-test,lockset,2.06,233472,878.44,81.55,690728,44,875.97,81.46,686616,44,868.79,81.81,682772,44
jalpedersen/jetty-hazelcast,hb,11.75,242688,FAIL,,,,146.95,10.02,4191884,49,151.10,14.27,6183092,43
dyorgio/cpu-watcher,fhb,106.64,596504,FAIL,,,,FAIL,,,,FAIL,,,
dyorgio/cpu-watcher,lockset,107.52,595388,FAIL,,,,FAIL,,,,FAIL,,,
majusko/grpc-jwt-spring-boot-starter,shbepoch,101.65,407452,969.10,28.38,1389824,2,930.68,28.92,3674132,2,946.67,28.39,2257244,2
majusko/grpc-jwt-spring-boot-starter,lockset,104.35,361212,927.69,58.98,1150100,16,898.09,62.62,2966180,16,940.07,60.43,3605800,57
majusko/grpc-jwt-spring-boot-starter,shb,104.69,384704,1081.27,45.91,4382560,2,958.69,33.32,6004132,2,998.26,39.11,5148212,2
majusko/grpc-jwt-spring-boot-starter,fhb,104.95,397440,1114.62,68.62,6110328,1,1066.28,68.27,12266252,1,1045.34,68.33,7987020,1
jalpedersen/jetty-hazelcast,goldilocks,9.69,271332,1754.90,18.71,6755864,52,2015.74,16.80,5388020,48,1854.83,17.27,5440540,48
NetsOSS/embedded-jetty,hbepoch,30.95,385840,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,lockset,30.37,391140,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,shbepoch,30.26,389832,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,hb,30.27,364440,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,fhb,31.12,391000,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,goldilocks,30.98,402592,FAIL,,,,FAIL,,,,FAIL,,,
bingoohuang/westid,hbepoch,15.84,278564,3150.56,208.95,3597952,1,3271.70,205.87,3247680,1,3163.71,206.73,1182692,1
vbauer/herald,goldilocks,17.86,319764,FAIL,,,,FAIL,,,,FAIL,,,
zhanyeye/DesSim,shb,17.74,303476,FAIL,,,,28.10,13.25,684156,73,18.26,1.78,689036,73
vbauer/herald,hb,17.95,357904,FAIL,,,,FAIL,,,,FAIL,,,
520github/fw-perf-test,goldilocks,2.01,224256,6548.44,77.89,1584144,11,6617.25,79.27,1711152,11,7252.92,77.64,1636484,22
buddycloud/buddycloud-server-java,syncp,35.42,617140,9128.48,14.30,1267516,0,10035.31,13.07,1254012,0,8803.25,8.38,1243392,0
xebia-france/xebia-servlet-extras,lockset,4.92,276268,16.96,1.96,843936,267,FAIL,,,,FAIL,,,
zhanyeye/DesSim,wcp,14.51,294312,FAIL,,,,FAIL,,,,FAIL,,,
dyorgio/cpu-watcher,wcp,107.56,608088,FAIL,,,,FAIL,,,,FAIL,,,
