repo,alg,base_rt,base_mem,rt1,pp1,mem1,races1,rt2,pp2,mem2,races2,rt3,pp3,mem3,races3
kurbatov/firmata4j,hb,9.55,272614.67,12.45,0.29,494540.00,2,7.59,0.20,461742.67,2,10.50,0.32,493362.67,2
kurbatov/firmata4j,hbepoch,14.76,261945.33,9.38,0.21,491601.33,2,7.52,0.20,460826.67,2,7.59,0.65,464417.33,2
kurbatov/firmata4j,lockset,8.49,293368.00,11.71,0.38,500830.67,7,10.87,0.27,492669.33,7,10.03,0.56,488172.00,7
kurbatov/firmata4j,shb,9.64,283628.00,9.66,0.24,486636.00,2,10.30,0.27,492225.33,2,9.90,0.63,492213.33,2
kurbatov/firmata4j,shbepoch,8.94,282128.00,8.38,0.22,469680.00,2,10.54,0.27,504068.00,2,11.99,0.96,500502.67,2
kurbatov/firmata4j,syncp,8.29,289804.00,,,,0,,,,0,,,,0
kurbatov/firmata4j,wcp,8.59,296430.67,8.70,0.23,513769.33,2,9.96,0.26,515253.33,2,10.69,0.68,500678.67,2
m-czernek/acrobot,fhb,31.03,538456.00,577.08,46.93,26051285.33,19,592.90,46.13,25882305.33,19,,,,20
m-czernek/acrobot,hb,31.23,550860.00,529.16,49.46,13083756.00,36,413.27,41.96,13084569.33,34,517.92,49.28,13070792.00,33
m-czernek/acrobot,hbepoch,30.49,511762.67,679.19,49.23,7288429.33,34,726.32,78.82,9725158.67,28,573.45,54.59,11084408.00,33
m-czernek/acrobot,lockset,31.02,514762.67,448.96,46.23,11384693.33,210,846.05,66.06,11387334.67,346,432.38,45.62,11361190.67,211
m-czernek/acrobot,shb,30.60,514848.00,477.18,44.35,12457688.00,19,928.65,60.48,12408818.67,14,474.54,46.70,12500414.67,20
m-czernek/acrobot,shbepoch,31.14,550002.67,490.65,47.72,12413409.33,20,600.85,58.42,12324184.00,20,520.80,50.32,12397504.00,0
majusko/grpc-jwt-spring-boot-starter,fhb,63.00,406636.00,1075.41,68.41,8787866.67,1,1020.41,68.85,12384518.67,1,,,,1
majusko/grpc-jwt-spring-boot-starter,hb,10.27,429552.00,,,,2,987.42,68.17,4970520.00,2,1351.64,101.39,4562542.67,2
majusko/grpc-jwt-spring-boot-starter,hbepoch,9.79,396336.00,,,,2,815.91,59.02,3237240.00,2,1136.28,37.12,10700826.67,2
majusko/grpc-jwt-spring-boot-starter,lockset,61.06,369070.00,921.95,60.68,2574026.67,16,,,,16,818.85,42.75,3330330.67,57
majusko/grpc-jwt-spring-boot-starter,shb,44.32,412234.67,1012.74,39.45,5178301.33,2,1631.72,98.30,2404325.33,2,769.94,33.16,5192566.67,2
majusko/grpc-jwt-spring-boot-starter,shbepoch,57.48,417652.00,948.82,28.56,2440400.00,2,,,,2,1359.94,93.24,6219673.33,2
mikebrock/jboss-websockets,fhb,33.23,576964.00,45.49,4.68,725426.67,9,41.28,4.66,723361.33,8,45.68,3.60,708948.00,5
mikebrock/jboss-websockets,goldilocks,32.86,528805.33,40.73,2.52,686630.67,10,43.93,80.65,686617.33,7,39.65,61.14,700456.00,7
mikebrock/jboss-websockets,hb,33.14,573842.67,42.41,59.23,715202.67,7,45.49,37.99,710261.33,7,46.41,5.32,715092.00,7
mikebrock/jboss-websockets,hbepoch,32.59,577756.00,44.46,18.04,697665.33,7,41.61,6.70,855438.67,7,39.99,14.83,685176.00,5
mikebrock/jboss-websockets,lockset,32.91,572585.33,43.44,8.63,787785.33,11,39.24,5.68,935244.00,43,44.57,8.98,767802.67,10
mikebrock/jboss-websockets,shb,32.82,573485.33,48.10,5.53,683437.33,6,45.04,5.75,710260.00,9,51.59,4.72,703830.67,7
mikebrock/jboss-websockets,shbepoch,33.02,508100.00,43.56,4.69,679080.00,5,42.72,3.53,691325.33,8,44.26,3.78,694348.00,8
mikebrock/jboss-websockets,syncp,33.11,575313.33,97.73,0.42,11385424.00,0,90.37,0.20,10941357.33,0,107.61,0.81,11362057.33,0
mikebrock/jboss-websockets,wcp,33.26,578853.33,44.13,80.04,1361368.00,13,45.95,37.00,1933614.67,13,40.79,61.43,1555600.00,10
offbynull/portmapper,fhb,4.51,377862.00,,,,0,,,,0,,,,0
offbynull/portmapper,goldilocks,5.32,374376.00,,,,0,,,,0,,,,0
offbynull/portmapper,hb,5.97,347524.00,,,,0,,,,0,,,,0
offbynull/portmapper,hbepoch,4.54,380406.00,,,,0,,,,0,,,,0
offbynull/portmapper,lockset,4.53,385274.00,,,,0,,,,0,,,,0
offbynull/portmapper,shb,5.69,381545.33,,,,0,,,,0,,,,0
offbynull/portmapper,shbepoch,4.72,391912.00,,,,0,,,,0,,,,0
offbynull/portmapper,wcp,5.77,380810.67,,,,0,,,,0,,,,0
opentracing-contrib/java-concurrent,fhb,5.32,263112.00,12.00,0.31,519884.00,0,21.62,0.41,500225.33,0,15.43,0.31,468730.67,0
opentracing-contrib/java-concurrent,goldilocks,4.27,266386.67,10.89,0.43,504678.67,0,11.50,0.27,500972.00,0,12.11,0.46,524293.33,0
opentracing-contrib/java-concurrent,hb,7.71,252532.00,10.45,0.23,473122.67,0,11.64,0.23,506916.00,0,12.44,0.48,497568.00,0
opentracing-contrib/java-concurrent,hbepoch,7.75,259156.00,10.59,0.23,493618.67,0,10.35,0.23,502766.67,0,12.19,0.45,499797.33,0
opentracing-contrib/java-concurrent,lockset,5.34,271836.00,12.01,0.40,492321.33,16,21.37,0.58,500809.33,16,11.54,1.15,399305.33,16
opentracing-contrib/java-concurrent,shb,7.46,261994.67,11.67,0.27,508325.33,0,10.59,0.25,500737.33,0,14.99,0.53,492384.00,0
opentracing-contrib/java-concurrent,shbepoch,5.37,269480.00,9.42,0.20,502893.33,0,8.63,0.21,480177.33,0,10.70,0.53,501466.67,0
opentracing-contrib/java-concurrent,wcp,4.94,269157.33,15.96,0.32,2243841.33,1,14.76,0.30,2251046.67,1,25.46,0.82,2421958.67,1
rbuck/java-retry,fhb,30.14,266345.33,41.20,0.74,400712.00,9,30.19,0.25,411500.00,9,31.10,0.27,402976.00,9
rbuck/java-retry,goldilocks,29.86,259474.67,39.56,3.25,411049.33,14,35.56,0.31,382401.33,14,31.74,0.46,407254.67,14
rbuck/java-retry,hb,30.11,274332.00,41.31,1.08,408294.67,12,31.12,0.30,387756.00,12,31.12,0.36,406824.00,12
rbuck/java-retry,lockset,29.76,263761.33,41.41,0.77,405930.67,10,30.55,0.30,407041.33,10,30.90,0.46,401052.00,10
rbuck/java-retry,shb,30.04,253841.33,40.68,1.74,395168.00,9,31.03,0.30,381508.00,9,33.10,0.40,400914.67,9
rbuck/java-retry,shbepoch,31.59,277264.00,41.16,0.81,413094.67,9,,,,9,30.93,0.42,400222.67,9
rbuck/java-retry,syncp,29.70,251606.67,41.74,0.42,654118.67,8,30.80,0.22,650797.33,8,34.55,0.39,655704.00,8
rbuck/java-retry,wcp,29.80,262100.00,41.52,0.46,403510.67,12,35.58,0.34,380212.00,12,30.70,0.45,408758.67,12
rovats/java-utils,fhb,2.39,261554.67,9.71,0.23,381678.67,1,6.76,0.23,384966.67,1,7.96,0.28,400250.67,1
rovats/java-utils,goldilocks,1.85,246256.00,6.72,0.25,381965.33,2,5.54,0.23,374836.00,2,8.74,0.30,400324.00,2
rovats/java-utils,hb,2.67,261297.33,11.35,0.36,394722.67,1,7.78,0.26,402333.33,1,7.07,0.32,398288.00,1
rovats/java-utils,hbepoch,3.20,264792.00,11.87,0.32,408597.33,1,8.13,0.29,412270.67,1,6.11,0.37,394665.33,1
rovats/java-utils,lockset,1.97,239074.67,6.60,0.30,372764.00,2,5.60,0.27,374825.33,2,7.29,0.29,410142.67,3
rovats/java-utils,shb,2.57,265425.33,9.40,0.38,391548.00,1,8.15,0.25,406184.00,1,7.73,0.41,406597.33,1
rovats/java-utils,shbepoch,2.39,262366.67,8.21,0.54,395001.33,1,6.91,0.22,414238.67,1,9.18,0.45,404490.67,1
rovats/java-utils,syncp,2.44,253500.00,48.04,0.32,6319717.33,1,37.45,0.20,6167013.33,1,52.02,0.42,6296632.00,1
rovats/java-utils,wcp,1.96,248549.33,6.86,0.21,398468.00,2,5.64,0.20,380850.67,2,6.87,0.29,403758.67,2
sdorra/ldap-unit,fhb,8.40,334225.33,51.20,4.40,1600630.67,4,86.72,8.91,918838.67,4,88.97,10.69,1972153.33,4
sdorra/ldap-unit,goldilocks,7.85,346692.00,140.93,5.52,2886001.33,0,149.71,5.83,2933442.67,4,91.24,6.09,3081332.00,0
sdorra/ldap-unit,hb,13.42,349606.00,43.91,4.16,714746.67,4,,,,4,45.07,4.19,723384.00,4
sdorra/ldap-unit,hbepoch,10.11,342638.67,82.53,5.75,713913.33,4,78.50,5.42,715798.00,0,86.19,10.53,710548.00,4
sdorra/ldap-unit,lockset,3.23,322632.00,,,,0,82.91,9.50,675584.00,121,93.53,11.14,717420.00,119
sdorra/ldap-unit,shb,8.66,333916.00,79.05,5.91,734405.33,4,82.43,8.80,701921.33,4,83.35,6.31,1601645.33,4
sdorra/ldap-unit,shbepoch,7.78,334010.67,79.34,5.86,721805.33,4,93.74,7.55,713149.33,4,44.54,4.13,748422.67,4
sdorra/ldap-unit,wcp,7.57,359628.00,119.99,4.02,20227757.33,6,188.89,5.21,18281368.00,6,112.38,3.98,20793965.33,6
syphr42/prom,fhb,3.72,269445.33,,,,0,,,,0,,,,0
syphr42/prom,goldilocks,3.00,256128.00,,,,0,,,,0,,,,0
syphr42/prom,hb,3.48,288060.00,,,,0,,,,0,,,,0
syphr42/prom,hbepoch,3.59,271292.00,,,,0,,,,0,,,,0
syphr42/prom,lockset,3.74,269808.00,,,,0,,,,0,,,,0
syphr42/prom,shb,3.52,272786.67,,,,0,,,,0,,,,0
syphr42/prom,shbepoch,4.12,274858.67,,,,0,,,,0,,,,0
syphr42/prom,wcp,2.97,262408.00,,,,0,,,,0,,,,0
tguzik/m2u,fhb,3.59,270102.67,58.93,3.62,767301.33,133,75.42,5.84,1973560.00,133,62.51,3.59,1165462.67,133
tguzik/m2u,goldilocks,2.52,274544.00,50.59,3.34,2607810.67,175,72.92,3.99,3844848.00,194,69.11,3.84,2497460.00,196
tguzik/m2u,hb,9.75,282837.33,59.50,4.76,782461.33,190,43.01,3.68,1913449.33,194,60.49,4.51,1787260.00,195
tguzik/m2u,hbepoch,10.13,260852.00,74.76,4.78,764168.00,172,43.17,3.12,2418668.00,194,83.05,9.56,764265.33,171
tguzik/m2u,lockset,2.52,271268.00,41.79,3.85,1996524.00,195,58.24,4.70,1983985.33,195,61.58,4.65,2207325.33,192
tguzik/m2u,shb,7.12,269829.33,61.90,3.70,782001.33,133,43.03,3.25,1406337.33,133,60.53,3.61,743670.67,133
tguzik/m2u,shbepoch,7.18,257429.33,59.91,3.34,736353.33,133,57.81,4.38,1325154.67,133,60.81,3.36,736808.00,133
tguzik/m2u,wcp,2.57,283742.67,61.34,3.92,8741701.33,180,83.41,4.51,10602116.00,169,96.96,7.48,10356432.00,175
tv2norge-collab/java-serf-client,fhb,4.06,258912.00,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,goldilocks,3.96,255813.33,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,hb,4.87,259078.67,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,hbepoch,4.27,258172.00,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,lockset,4.38,266644.00,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,shb,3.58,257125.33,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,shbepoch,5.86,258162.00,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,syncp,4.77,251589.33,,,,0,,,,0,,,,0
tv2norge-collab/java-serf-client,wcp,3.06,266617.33,,,,0,,,,0,,,,0
vbauer/herald,fhb,10.97,353064.00,,,,0,,,,0,,,,0
vbauer/herald,goldilocks,9.85,329265.33,,,,0,,,,0,,,,0
vbauer/herald,hb,13.08,355630.67,,,,0,,,,0,,,,0
vbauer/herald,hbepoch,9.61,357396.00,,,,0,,,,0,,,,0
vbauer/herald,lockset,10.96,353960.00,,,,0,,,,0,,,,0
vbauer/herald,shb,9.91,346060.00,,,,0,,,,0,,,,0
vbauer/herald,shbepoch,11.21,353430.67,,,,0,,,,0,,,,0
xebia-france/xebia-servlet-extras,fhb,6.31,267536.00,,,,6,28.65,4.12,2416144.00,6,32.36,3.42,2219684.00,6
xebia-france/xebia-servlet-extras,goldilocks,5.40,277264.00,,,,128,45.50,2.35,2669726.67,131,49.27,2.50,2655518.67,128
xebia-france/xebia-servlet-extras,hb,5.69,269984.00,24.65,8.10,779616.00,178,36.78,7.21,853414.00,178,,,,178
xebia-france/xebia-servlet-extras,hbepoch,5.57,271298.67,24.73,7.09,864662.67,118,35.95,6.00,747454.67,118,31.18,4.99,1254693.33,118
xebia-france/xebia-servlet-extras,lockset,6.00,256894.67,16.96,1.96,843936.00,267,21.64,1.89,1257654.67,267,30.34,4.89,982132.00,267
xebia-france/xebia-servlet-extras,shb,5.58,270800.00,30.09,4.94,793960.00,7,35.80,4.87,1145593.33,7,,,,7
xebia-france/xebia-servlet-extras,shbepoch,6.52,266000.00,,,,0,23.23,2.00,1328716.00,0,,,,0
zhanyeye/DesSim,fhb,9.02,307672.00,392.16,61.86,703853.33,72,387.33,60.62,714142.67,64,798.33,94.04,423468.00,62
zhanyeye/DesSim,goldilocks,7.06,286514.67,543.42,69.10,721626.67,65,567.53,141.91,678269.33,104,1760.03,77.87,852537.33,93
zhanyeye/DesSim,hb,8.26,282549.33,49.12,5.03,663580.00,87,44.31,7.01,678593.33,78,24.78,3.88,684264.00,89
zhanyeye/DesSim,hbepoch,8.19,311326.67,388.64,62.12,687270.67,44,454.57,62.83,681864.00,54,345.59,33.30,703430.67,72
zhanyeye/DesSim,lockset,6.98,295578.67,426.21,153.11,952554.67,375,471.33,233.85,953190.67,383,497.97,166.63,1037889.33,388
zhanyeye/DesSim,shb,17.75,310184.00,23.18,7.51,686596.00,0,27.66,9.17,686888.00,0,,,,0
zhanyeye/DesSim,shbepoch,6.56,298173.33,36.30,4.47,687785.33,70,43.33,7.44,696821.33,73,42.00,5.20,681044.00,65
zhanyeye/DesSim,wcp,8.00,282668.00,,,,0,52.86,8.14,1157484.00,91,44.21,4.45,1110700.00,0
zman2013/scuttlebutt,fhb,6.64,332645.33,34.62,2.20,2592293.33,11,29.83,1.73,3072136.00,10,32.28,1.37,3042824.00,10
zman2013/scuttlebutt,goldilocks,7.05,336048.00,35.46,2.79,1923448.00,31,37.55,1.71,2653216.00,32,29.54,1.03,2996932.00,33
zman2013/scuttlebutt,hb,6.14,336146.67,31.96,1.87,2390313.33,30,28.03,2.29,1675309.33,34,28.92,1.62,2225678.67,27
zman2013/scuttlebutt,hbepoch,6.15,333301.33,26.52,1.41,3068801.33,28,29.74,1.73,2560705.33,26,29.19,1.58,2995956.00,28
zman2013/scuttlebutt,lockset,7.63,338433.33,34.36,2.51,1767790.67,94,30.60,1.94,3216894.67,94,22.84,2.29,2565800.00,94
zman2013/scuttlebutt,shb,6.93,349492.00,28.44,2.22,2627512.00,12,29.37,1.35,2166353.33,18,29.29,1.59,2540113.33,16
zman2013/scuttlebutt,shbepoch,6.77,342220.00,35.49,2.01,1803040.00,18,30.39,1.47,1890338.67,18,28.24,1.73,1218442.67,16
zman2013/scuttlebutt,wcp,7.81,356912.00,35.61,1.40,5851289.33,29,27.87,1.11,6448601.33,29,25.38,1.27,5845020.00,30
